seed,domain,status,datetime
phillips66.com,philliis66.com,failed,2016-11-26 19:03:01
phillips66.com,phillipsy6.com,failed,2016-11-26 19:03:01
phillips66.com,hillps66.com,failed,2016-11-26 19:03:01
phillips66.com,philipps66.com,failed,2016-11-26 19:03:01
phillips66.com,phiillips6.com,failed,2016-11-26 19:03:01
phillips66.com,philis66.com,failed,2016-11-26 19:03:02
phillips66.com,0phillips66.com,resolved,2016-11-26 19:03:02
phillips66.com,pphllips66.com,failed,2016-11-26 19:03:02
phillips66.com,pphillis66.com,failed,2016-11-26 19:03:02
phillips66.com,phillips6y.com,failed,2016-11-26 19:03:02
phillips66.com,phillipps666.com,failed,2016-11-26 19:03:02
phillips66.com,phllps66.com,failed,2016-11-26 19:03:03
phillips66.com,hilliips66.com,failed,2016-11-26 19:03:03
phillips66.com,pnhillips66.com,resolved,2016-11-26 19:03:03
phillips66.com,pillipss66.com,failed,2016-11-26 19:03:03
phillips66.com,pjillips66.com,resolved,2016-11-26 19:03:03
phillips66.com,hillips66.com,resolved,2016-11-26 19:03:03
phillips66.com,pghillips66.com,resolved,2016-11-26 19:03:03
phillips66.com,philli0ps66.com,resolved,2016-11-26 19:03:04
phillips66.com,philloips66.com,resolved,2016-11-26 19:03:04
phillips66.com,philips66.com,resolved,2016-11-26 19:03:04
phillips66.com,phill8ips66.com,resolved,2016-11-26 19:03:04
phillips66.com,pillipps66.com,failed,2016-11-26 19:03:04
phillips66.com,pllips66.com,failed,2016-11-26 19:03:04
phillips66.com,phillips6666.com,failed,2016-11-26 19:03:05
phillips66.com,philliipps66.com,failed,2016-11-26 19:03:05
phillips66.com,philllips666.com,failed,2016-11-26 19:03:05
phillips66.com,pillip66.com,failed,2016-11-26 19:03:05
phillips66.com,philliip66.com,failed,2016-11-26 19:03:05
phillips66.com,philoips66.com,resolved,2016-11-26 19:03:05
phillips66.com,phillipss6.com,failed,2016-11-26 19:03:06
phillips66.com,phlips66.com,failed,2016-11-26 19:03:06
phillips66.com,phillups66.com,resolved,2016-11-26 19:03:06
phillips66.com,piillips66.com,failed,2016-11-26 19:03:06
phillips66.com,phillipss66.com,resolved,2016-11-26 19:03:06
phillips66.com,phillipas66.com,resolved,2016-11-26 19:03:06
phillips66.com,phillipx66.com,resolved,2016-11-26 19:03:06
phillips66.com,hillips666.com,failed,2016-11-26 19:03:06
phillips66.com,phiolips66.com,resolved,2016-11-26 19:03:07
phillips66.com,phllis66.com,failed,2016-11-26 19:03:07
phillips66.com,phhillipss66.com,failed,2016-11-26 19:03:07
phillips66.com,phhillips6.com,failed,2016-11-26 19:03:07
phillips66.com,ph8illips66.com,resolved,2016-11-26 19:03:07
phillips66.com,phillipws66.com,resolved,2016-11-26 19:03:07
phillips66.com,phillops66.com,resolved,2016-11-26 19:03:07
phillips66.com,phiklips66.com,resolved,2016-11-26 19:03:07
phillips66.com,phillips66.com,resolved,2016-11-26 19:03:08
phillips66.com,phillis66.com,resolved,2016-11-26 19:03:08
phillips66.com,phullips66.com,resolved,2016-11-26 19:03:08
phillips66.com,phillip666.com,failed,2016-11-26 19:03:08
phillips66.com,pphillipps66.com,failed,2016-11-26 19:03:08
phillips66.com,phollips66.com,resolved,2016-11-26 19:03:08
phillips66.com,philliips666.com,failed,2016-11-26 19:03:08
phillips66.com,phillip6.com,failed,2016-11-26 19:03:09
lockheedmartin.com,loxckheedmartin.com,failed,2016-11-26 18:56:29
lockheedmartin.com,lockhreedmartin.com,failed,2016-11-26 18:56:29
lockheedmartin.com,lockheedartin.com,resolved,2016-11-26 18:56:29
lockheedmartin.com,lockheedmmaartin.com,failed,2016-11-26 18:56:29
lockheedmartin.com,lckheedmaartin.com,failed,2016-11-26 18:56:29
lockheedmartin.com,lockheeddmartinn.com,failed,2016-11-26 18:56:30
lockheedmartin.com,lockhewedmartin.com,failed,2016-11-26 18:56:30
lockheedmartin.com,lokheedmarti.com,failed,2016-11-26 18:56:30
lockheedmartin.com,locckheedmartin.com,failed,2016-11-26 18:56:30
lockheedmartin.com,lockheedaartin.com,failed,2016-11-26 18:56:30
lockheedmartin.com,lockkheedmartn.com,failed,2016-11-26 18:56:30
lockheedmartin.com,lockyeedmartin.com,failed,2016-11-26 18:56:31
lockheedmartin.com,llockheedmarrtin.com,failed,2016-11-26 18:56:31
lockheedmartin.com,lockheedmartnn.com,failed,2016-11-26 18:56:31
lockheedmartin.com,lockheedmartuin.com,failed,2016-11-26 18:56:31
lockheedmartin.com,lockeedmrtin.com,failed,2016-11-26 18:56:31
lockheedmartin.com,lockhedmatin.com,failed,2016-11-26 18:56:31
lockheedmartin.com,loocheedmartin.com,failed,2016-11-26 18:56:32
lockheedmartin.com,lockheedmmarin.com,failed,2016-11-26 18:56:32
lockheedmartin.com,lockheedmarrtin.com,resolved,2016-11-26 18:56:32
lockheedmartin.com,lockhedmarti.com,failed,2016-11-26 18:56:32
lockheedmartin.com,lochedmartin.com,failed,2016-11-26 18:56:32
lockheedmartin.com,lockheedmaftin.com,failed,2016-11-26 18:56:32
lockheedmartin.com,lokheedmartiin.com,failed,2016-11-26 18:56:33
lockheedmartin.com,lockheedmarn.com,failed,2016-11-26 18:56:33
lockheedmartin.com,lockedmartin.com,resolved,2016-11-26 18:56:33
lockheedmartin.com,lockheedjmartin.com,failed,2016-11-26 18:56:33
lockheedmartin.com,locjkheedmartin.com,failed,2016-11-26 18:56:33
lockheedmartin.com,lockheeddmaartin.com,failed,2016-11-26 18:56:34
lockheedmartin.com,lockheemarti.com,failed,2016-11-26 18:56:34
lockheedmartin.com,lockeedmartn.com,failed,2016-11-26 18:56:34
lockheedmartin.com,lockhedmartin.com,resolved,2016-11-26 18:56:34
lockheedmartin.com,locckheeddmartin.com,failed,2016-11-26 18:56:34
lockheedmartin.com,lockhdedmartin.com,failed,2016-11-26 18:56:35
lockheedmartin.com,loheedmartin.com,failed,2016-11-26 18:56:35
lockheedmartin.com,l9ckheedmartin.com,failed,2016-11-26 18:56:35
lockheedmartin.com,lockheedartinn.com,failed,2016-11-26 18:56:35
lockheedmartin.com,lokheedmaartin.com,failed,2016-11-26 18:56:35
lockheedmartin.com,lockheeeedmartin.com,failed,2016-11-26 18:56:35
lockheedmartin.com,lockhheedmmartin.com,failed,2016-11-26 18:56:36
lockheedmartin.com,lockheedmartib.com,failed,2016-11-26 18:56:36
lockheedmartin.com,lockheedmaetin.com,failed,2016-11-26 18:56:36
lockheedmartin.com,lockheedmariin.com,failed,2016-11-26 18:56:36
lockheedmartin.com,loockheeddmartin.com,failed,2016-11-26 18:56:36
lockheedmartin.com,locckheedmartiin.com,failed,2016-11-26 18:56:37
lockheedmartin.com,lockheedmartkn.com,failed,2016-11-26 18:56:37
lockheedmartin.com,locheedartin.com,failed,2016-11-26 18:56:37
lockheedmartin.com,lokheedmarrtin.com,failed,2016-11-26 18:56:37
lockheedmartin.com,llockhheedmartin.com,failed,2016-11-26 18:56:37
lockheedmartin.com,lockheeedmrtin.com,failed,2016-11-26 18:56:38
lockheedmartin.com,locheedmarttin.com,failed,2016-11-26 18:56:38
lockheedmartin.com,llckheedmartin.com,failed,2016-11-26 18:56:38
lockheedmartin.com,lockheedatin.com,failed,2016-11-26 18:56:38
lockheedmartin.com,lockheedmrrtin.com,failed,2016-11-26 18:56:38
lockheedmartin.com,locckheedmartn.com,failed,2016-11-26 18:56:39
lockheedmartin.com,lockheedmartti.com,failed,2016-11-26 18:56:39
lockheedmartin.com,lpockheedmartin.com,failed,2016-11-26 18:56:39
lockheedmartin.com,lcheedmartin.com,failed,2016-11-26 18:56:39
lockheedmartin.com,ockheedmarrtin.com,failed,2016-11-26 18:56:39
lockheedmartin.com,lockhe3edmartin.com,failed,2016-11-26 18:56:39
lockheedmartin.com,lockheedmmarrtin.com,failed,2016-11-26 18:56:40
lockheedmartin.com,ockheedmmartin.com,failed,2016-11-26 18:56:40
lockheedmartin.com,loockheedmartin.com,failed,2016-11-26 18:56:40
lockheedmartin.com,lockhedmaartin.com,failed,2016-11-26 18:56:40
lockheedmartin.com,lockheedmart.com,failed,2016-11-26 18:56:41
lockheedmartin.com,lockheeddmarttin.com,failed,2016-11-26 18:56:41
lockheedmartin.com,lockeedmarti.com,failed,2016-11-26 18:56:41
lockheedmartin.com,lockheemmartin.com,failed,2016-11-26 18:56:42
lockheedmartin.com,oockheedmartin.com,failed,2016-11-26 18:56:42
lockheedmartin.com,llockheedmarti.com,failed,2016-11-26 18:56:42
lockheedmartin.com,locheeedmartin.com,failed,2016-11-26 18:56:42
lockheedmartin.com,llocckheedmartin.com,failed,2016-11-26 18:56:42
lockheedmartin.com,lockhheeedmartin.com,failed,2016-11-26 18:56:43
lockheedmartin.com,locheedmaartin.com,failed,2016-11-26 18:56:43
lockheedmartin.com,lockkheedmartinn.com,failed,2016-11-26 18:56:43
lockheedmartin.com,lckeedmartin.com,failed,2016-11-26 18:56:43
lockheedmartin.com,lockh3eedmartin.com,failed,2016-11-26 18:56:43
lockheedmartin.com,lockheeddmartin.com,failed,2016-11-26 18:56:43
lockheedmartin.com,lockheeedmartn.com,failed,2016-11-26 18:56:44
lockheedmartin.com,lckheedmatin.com,failed,2016-11-26 18:56:44
lockheedmartin.com,lockkheedmatin.com,failed,2016-11-26 18:56:44
lockheedmartin.com,lockkheedmaartin.com,failed,2016-11-26 18:56:44
lockheedmartin.com,lockheedmart8in.com,failed,2016-11-26 18:56:44
lockheedmartin.com,loockheedmrtin.com,failed,2016-11-26 18:56:45
lockheedmartin.com,llockeedmartin.com,failed,2016-11-26 18:56:45
lockheedmartin.com,lockheedmartimn.com,failed,2016-11-26 18:56:45
lockheedmartin.com,lockhweedmartin.com,failed,2016-11-26 18:56:45
lockheedmartin.com,ockheedmartn.com,failed,2016-11-26 18:56:45
lockheedmartin.com,locckheedmarti.com,failed,2016-11-26 18:56:45
lockheedmartin.com,lockheemarttin.com,failed,2016-11-26 18:56:46
lockheedmartin.com,lockhdmartin.com,failed,2016-11-26 18:56:46
lockheedmartin.com,loockheedmatin.com,failed,2016-11-26 18:56:46
lockheedmartin.com,lockeedmarin.com,failed,2016-11-26 18:56:46
lockheedmartin.com,lockkheedmmartin.com,failed,2016-11-26 18:56:46
lockheedmartin.com,lokheemartin.com,failed,2016-11-26 18:56:46
lockheedmartin.com,lockheedmarrtinn.com,failed,2016-11-26 18:56:47
lockheedmartin.com,lockhheedmartn.com,failed,2016-11-26 18:56:47
lockheedmartin.com,lockhheedmarin.com,failed,2016-11-26 18:56:47
lockheedmartin.com,lockheemartn.com,failed,2016-11-26 18:56:47
lockheedmartin.com,lockheedmati.com,failed,2016-11-26 18:56:47
lockheedmartin.com,lockheedmartun.com,resolved,2016-11-26 18:56:48
lockheedmartin.com,locckheedmartinn.com,failed,2016-11-26 18:56:48
lockheedmartin.com,lockheeedmartin.com,failed,2016-11-26 18:56:49
lockheedmartin.com,lockheeddmartiin.com,failed,2016-11-26 18:56:49
lockheedmartin.com,lckheemartin.com,failed,2016-11-26 18:56:49
lockheedmartin.com,lockhheedmaartin.com,failed,2016-11-26 18:56:49
lockheedmartin.com,ockheedmarti.com,failed,2016-11-26 18:56:49
lockheedmartin.com,olockheedmartin.com,failed,2016-11-26 18:56:50
lockheedmartin.com,lockheedmmatin.com,failed,2016-11-26 18:56:50
lockheedmartin.com,lkheedmartin.com,failed,2016-11-26 18:56:50
lockheedmartin.com,lockhheedmarttin.com,failed,2016-11-26 18:56:50
lockheedmartin.com,lockheddmartin.com,failed,2016-11-26 18:56:50
lockheedmartin.com,lockheedmatn.com,failed,2016-11-26 18:56:51
lockheedmartin.com,lockyheedmartin.com,failed,2016-11-26 18:56:51
lockheedmartin.com,lockheeedmarin.com,failed,2016-11-26 18:56:51
lockheedmartin.com,lokheeddmartin.com,failed,2016-11-26 18:56:51
lockheedmartin.com,lockheedarttin.com,failed,2016-11-26 18:56:51
lockheedmartin.com,lockheemartin.com,resolved,2016-11-26 18:56:51
lockheedmartin.com,lockhheemartin.com,failed,2016-11-26 18:56:52
lockheedmartin.com,loockheedmarrtin.com,failed,2016-11-26 18:56:52
lockheedmartin.com,lockheeeddmartin.com,failed,2016-11-26 18:56:52
lockheedmartin.com,locckeedmartin.com,failed,2016-11-26 18:56:52
lockheedmartin.com,lockheeddmartn.com,failed,2016-11-26 18:56:52
lockheedmartin.com,lckheedmarrtin.com,failed,2016-11-26 18:56:52
lockheedmartin.com,lockheedmrtin.com,resolved,2016-11-26 18:56:53
lockheedmartin.com,lockheedartiin.com,failed,2016-11-26 18:56:53
lockheedmartin.com,lockkheedmarrtin.com,failed,2016-11-26 18:56:53
lockheedmartin.com,lockeedmarttin.com,failed,2016-11-26 18:56:53
lockheedmartin.com,lockheedmartn.com,failed,2016-11-26 18:56:53
lockheedmartin.com,lockheedmarrti.com,failed,2016-11-26 18:56:53
lockheedmartin.com,lovkheedmartin.com,failed,2016-11-26 18:56:54
lockheedmartin.com,loockheedmartn.com,failed,2016-11-26 18:56:54
lockheedmartin.com,loockeedmartin.com,failed,2016-11-26 18:56:54
lockheedmartin.com,locckheedmatin.com,failed,2016-11-26 18:56:54
lockheedmartin.com,locjheedmartin.com,failed,2016-11-26 18:56:54
lockheedmartin.com,lockkheedmartin.com,resolved,2016-11-26 18:56:55
lockheedmartin.com,lockhhedmartin.com,failed,2016-11-26 18:56:55
lockheedmartin.com,ockheedmartinn.com,failed,2016-11-26 18:56:55
lockheedmartin.com,lockheedmarrtn.com,failed,2016-11-26 18:56:55
lockheedmartin.com,llockheedmmartin.com,failed,2016-11-26 18:56:55
lockheedmartin.com,liockheedmartin.com,failed,2016-11-26 18:56:56
lockheedmartin.com,l9ockheedmartin.com,failed,2016-11-26 18:56:56
lockheedmartin.com,lockheedmain.com,failed,2016-11-26 18:56:56
lockheedmartin.com,lockheedmattin.com,failed,2016-11-26 18:56:56
lockheedmartin.com,lockkheeedmartin.com,failed,2016-11-26 18:56:56
lockheedmartin.com,loockheeedmartin.com,failed,2016-11-26 18:56:56
lockheedmartin.com,lokheedmrtin.com,failed,2016-11-26 18:56:57
lockheedmartin.com,ockhedmartin.com,failed,2016-11-26 18:56:57
lockheedmartin.com,lockheedmafrtin.com,failed,2016-11-26 18:56:57
lockheedmartin.com,loockheedmmartin.com,failed,2016-11-26 18:56:57
lockheedmartin.com,okheedmartin.com,failed,2016-11-26 18:56:57
lockheedmartin.com,ockheedmrtin.com,failed,2016-11-26 18:56:58
lockheedmartin.com,lckheeedmartin.com,failed,2016-11-26 18:56:58
lockheedmartin.com,lockheeedmatin.com,failed,2016-11-26 18:56:58
lockheedmartin.com,llockheedmartn.com,failed,2016-11-26 18:56:58
lockheedmartin.com,lockhheedmarrtin.com,failed,2016-11-26 18:56:58
lockheedmartin.com,lockheedmarrtiin.com,failed,2016-11-26 18:56:58
lockheedmartin.com,llockheedmatin.com,failed,2016-11-26 18:56:59
lockheedmartin.com,locckkheedmartin.com,failed,2016-11-26 18:56:59
lockheedmartin.com,lockheednartin.com,failed,2016-11-26 18:56:59
lockheedmartin.com,lockhdeedmartin.com,failed,2016-11-26 18:56:59
lockheedmartin.com,ockheeddmartin.com,failed,2016-11-26 18:56:59
bankone.com,bankon3e.com,failed,2016-11-26 18:57:00
bankone.com,bbankne.com,failed,2016-11-26 18:57:00
bankone.com,gbankone.com,failed,2016-11-26 18:57:00
bankone.com,bakonee.com,failed,2016-11-26 18:57:00
bankone.com,aankone.com,failed,2016-11-26 18:57:01
bankone.com,banne.com,resolved,2016-11-26 18:57:01
bankone.com,bzankone.com,failed,2016-11-26 18:57:01
bankone.com,bbaankone.com,failed,2016-11-26 18:57:01
bankone.com,bnkonee.com,failed,2016-11-26 18:57:01
bankone.com,bank9one.com,failed,2016-11-26 18:57:01
bankone.com,gankone.com,failed,2016-11-26 18:57:02
bankone.com,bamkone.com,resolved,2016-11-26 18:57:02
bankone.com,banone.com,resolved,2016-11-26 18:57:02
bankone.com,bkone.com,resolved,2016-11-26 18:57:02
bankone.com,bannkonne.com,failed,2016-11-26 18:57:03
bankone.com,bankkne.com,failed,2016-11-26 18:57:03
bankone.com,annkone.com,failed,2016-11-26 18:57:03
bankone.com,ankkone.com,failed,2016-11-26 18:57:03
bankone.com,akone.com,resolved,2016-11-26 18:57:04
bankone.com,bakne.com,resolved,2016-11-26 18:57:04
bankone.com,banoe.com,resolved,2016-11-26 18:57:04
bankone.com,banoone.com,resolved,2016-11-26 18:57:04
bankone.com,bqankone.com,failed,2016-11-26 18:57:04
bankone.com,bankkoe.com,failed,2016-11-26 18:57:04
bankone.com,banko.com,resolved,2016-11-26 18:57:04
bankone.com,ankone.com,resolved,2016-11-26 18:57:05
bankone.com,banknne.com,failed,2016-11-26 18:57:05
bankone.com,bakoe.com,resolved,2016-11-26 18:57:05
bankone.com,ankoone.com,failed,2016-11-26 18:57:05
bankone.com,babkone.com,failed,2016-11-26 18:57:05
bankone.com,banknee.com,failed,2016-11-26 18:57:06
bankone.com,bankomne.com,failed,2016-11-26 18:57:06
bankone.com,banklne.com,failed,2016-11-26 18:57:06
bankone.com,bnkkone.com,failed,2016-11-26 18:57:06
bankone.com,bankkoone.com,failed,2016-11-26 18:57:06
bankone.com,bakkone.com,failed,2016-11-26 18:57:07
bankone.com,babnkone.com,failed,2016-11-26 18:57:07
bankone.com,bbnkone.com,failed,2016-11-26 18:57:07
bankone.com,bankpone.com,failed,2016-11-26 18:57:07
bankone.com,banione.com,failed,2016-11-26 18:57:07
bankone.com,bankonne.com,failed,2016-11-26 18:57:07
bankone.com,bbankonee.com,failed,2016-11-26 18:57:08
bankone.com,baankone.com,failed,2016-11-26 18:57:08
bankone.com,banjkone.com,failed,2016-11-26 18:57:08
bankone.com,bznkone.com,failed,2016-11-26 18:57:08
bankone.com,bank9ne.com,failed,2016-11-26 18:57:08
bankone.com,nbankone.com,failed,2016-11-26 18:57:09
bankone.com,baankkone.com,failed,2016-11-26 18:57:09
bankone.com,bnkonne.com,failed,2016-11-26 18:57:09
bankone.com,nkone.com,failed,2016-11-26 18:57:09
bankone.com,bsankone.com,failed,2016-11-26 18:57:09
bankone.com,anone.com,resolved,2016-11-26 18:57:09
bankone.com,bankon3.com,failed,2016-11-26 18:57:10
bankone.com,bankoee.com,failed,2016-11-26 18:57:10
bankone.com,bnkoone.com,failed,2016-11-26 18:57:10
bankone.com,bbannkone.com,failed,2016-11-26 18:57:10
bankone.com,bbankkone.com,failed,2016-11-26 18:57:10
bankone.com,bankoon.com,resolved,2016-11-26 18:57:10
bankone.com,bakoone.com,resolved,2016-11-26 18:57:11
bankone.com,bannkne.com,failed,2016-11-26 18:57:11
bankone.com,bakonne.com,failed,2016-11-26 18:57:11
bankone.com,banonne.com,failed,2016-11-26 18:57:11
bankone.com,bbankone.com,failed,2016-11-26 18:57:11
bankone.com,banlone.com,failed,2016-11-26 18:57:11
bankone.com,bamnkone.com,failed,2016-11-26 18:57:12
bankone.com,bbankon.com,failed,2016-11-26 18:57:12
bankone.com,bnkone.com,failed,2016-11-26 18:57:12
bankone.com,baankoone.com,failed,2016-11-26 18:57:12
bankone.com,bbankoone.com,failed,2016-11-26 18:57:12
bankone.com,bankine.com,failed,2016-11-26 18:57:13
bankone.com,baankon.com,failed,2016-11-26 18:57:13
bankone.com,nankone.com,failed,2016-11-26 18:57:13
bankone.com,bnone.com,failed,2016-11-26 18:57:13
bankone.com,banjone.com,failed,2016-11-26 18:57:13
bankone.com,bahnkone.com,failed,2016-11-26 18:57:14
bankone.com,baankoe.com,failed,2016-11-26 18:57:14
bankone.com,baannkone.com,failed,2016-11-26 18:57:14
bankone.com,bnkoe.com,failed,2016-11-26 18:57:14
bankone.com,bankonee.com,failed,2016-11-26 18:57:14
bankone.com,bannkoone.com,failed,2016-11-26 18:57:14
bankone.com,bnkon.com,failed,2016-11-26 18:57:15
bankone.com,bankon.com,resolved,2016-11-26 18:57:15
bankone.com,bbanone.com,failed,2016-11-26 18:57:15
bankone.com,bannone.com,failed,2016-11-26 18:57:15
bankone.com,bannkone.com,resolved,2016-11-26 18:57:15
bankone.com,bankobe.com,failed,2016-11-26 18:57:15
bankone.com,bankonwe.com,failed,2016-11-26 18:57:16
bankone.com,banonee.com,failed,2016-11-26 18:57:16
bankone.com,ankoe.com,resolved,2016-11-26 18:57:16
bankone.com,vankone.com,failed,2016-11-26 18:57:16
bankone.com,baone.com,resolved,2016-11-26 18:57:16
bankone.com,bannkon.com,failed,2016-11-26 18:57:17
bankone.com,ankonne.com,failed,2016-11-26 18:57:17
bankone.com,bnnkone.com,failed,2016-11-26 18:57:17
bankone.com,bankonre.com,failed,2016-11-26 18:57:17
bankone.com,bnkne.com,failed,2016-11-26 18:57:17
bankone.com,ankne.com,failed,2016-11-26 18:57:17
bankone.com,bannkoe.com,failed,2016-11-26 18:57:18
bankone.com,bankoone.com,failed,2016-11-26 18:57:18
bankone.com,bannkonee.com,failed,2016-11-26 18:57:18
bankone.com,baanone.com,failed,2016-11-26 18:57:18
bankone.com,vbankone.com,failed,2016-11-26 18:57:18
bankone.com,banon.com,resolved,2016-11-26 18:57:19
bankone.com,bankonn.com,failed,2016-11-26 18:57:19
bankone.com,bankonr.com,failed,2016-11-26 18:57:19
bankone.com,baankonee.com,failed,2016-11-26 18:57:19
bankone.com,bakon.com,resolved,2016-11-26 18:57:19
bankone.com,bankn.com,resolved,2016-11-26 18:57:20
bankone.com,bbakone.com,failed,2016-11-26 18:57:20
bankone.com,bankohe.com,failed,2016-11-26 18:57:20
bankone.com,bankonde.com,failed,2016-11-26 18:57:20
bankone.com,banke.com,resolved,2016-11-26 18:57:20
bankone.com,bankoonee.com,failed,2016-11-26 18:57:21
bankone.com,bahkone.com,failed,2016-11-26 18:57:21
bankone.com,bankome.com,resolved,2016-11-26 18:57:21
bankone.com,ankon.com,resolved,2016-11-26 18:57:21
bankone.com,bankoe.com,resolved,2016-11-26 18:57:21
bankone.com,baakone.com,failed,2016-11-26 18:57:21
bankone.com,bbankonne.com,failed,2016-11-26 18:57:22
bankone.com,bankkon.com,resolved,2016-11-26 18:57:22
bankone.com,bankond.com,resolved,2016-11-26 18:57:22
bankone.com,bankonnee.com,failed,2016-11-26 18:57:22
bankone.com,bankohne.com,failed,2016-11-26 18:57:22
bankone.com,bankone.com,resolved,2016-11-26 18:57:22
bankone.com,bankne.com,resolved,2016-11-26 18:57:22
bankone.com,bankooe.com,failed,2016-11-26 18:57:23
bankone.com,banklone.com,resolved,2016-11-26 18:57:23
bankone.com,bankobne.com,failed,2016-11-26 18:57:23
bankone.com,bankkonee.com,failed,2016-11-26 18:57:23
bankone.com,bsnkone.com,failed,2016-11-26 18:57:23
